eventid	iyear	imonth	iday	extended	country	country_txt	region	region_txt	provstate	city	latitude	longitude	specificity	vicinity	location	summary	crit1	crit2	crit3	doubtterr	alternative	alternative_txt	multiple	success	suicide	attacktype1	attacktype1_txt	targtype1	targtype1_txt	targsubtype1	targsubtype1_txt	corp1	target1	natlty1	natlty1_txt	gname	motive	guncertain1	individual	nperps	nperpcap	claimed	compclaim	weaptype1	weaptype1_txt	weapsubtype1	weapsubtype1_txt	nkill	nkillter	nwound	nwoundte	property	propextent	propextent_txt	ishostkid	nhostkid	dbsource	id	population
2.02E+11	2016	10	6	0	153	Pakistan	6	South Asia	Khyber Pakhtunkhwa	Hayatabad	33.988611	71.446944	1	0		"10/06/2016: Assailants opened fire on Dr. Asmat Ullah in Hayatabad, Khyber Pakhtunkhwa, Pakistan. Dr. Ullah, the Hayatabad Medical Complex (HMC) Ear, Nose, and Throat Department chairperson, was injured in the assault. No group claimed responsibility for the attack."	1	1	1	0			0	0	0	1	Assassination	1	Business	6	Medical/Pharmaceutical	Hayatabad Medical Complex (HMC)	Chairperson of the Ear Nose and Throat Department: Asmat Ullah	153	Pakistan	Unknown		0	0	-99	0	0		5	Firearms	5	Unknown Gun Type	0	0	1	0	0			0		START Primary Collection	PAK	177276594
1.98E+11	1981	1	19	0	45	Colombia	3	South America	Bogota	Bogota	4.602489	-74.093032	1	0			1	1	1	0			0	1	0	6	Hostage Taking (Kidnapping)	8	Educational Institution	50	Other Personnel	Summer Linguistic Institute	"Chester Allen Bitterman, Advisor, Linguist"	217	United States	M-19 (Movement of April 19)		0	0	6				13	Unknown			1		0		0			1	1	PGIS	COL	44205293
2.01E+11	2006	2	25	0	95	Iraq	10	Middle East & North Africa	Diyala	Buhriz	33.7	44.666667	1	0		"02/25/2006: Unidentified gunmen broke into a house in Buhriz, Iraq, killing 13 members of a Shi i family. The victims were all males from three generations of one family. No group claimed responsibility for the attack."	1	1	1	0			0	1	0	2	Armed Assault	14	Private Citizens & Property	67	Unnamed Civilian/Unspecified	Civilians	"Civilians in Buhriz, Iraq"	95	Iraq	Unknown	Unknown	0	0		0	0		5	Firearms	5	Unknown Gun Type	13	0	0	0	0			0		CETIS	IRQ	29671605
2.01E+11	2012	9	17	0	153	Pakistan	6	South Asia	Federally Administered Tribal Areas	Shagai	34.018381	71.274945	1	0		"09/17/2012: An explosive device detonated near a North Atlantic Treaty Organization (NATO) supply convoy in Shagai region, Federally Administered Tribal Areas, Pakistan. Two people, including a driver, were injured in the blast. Jaish Usama claimed responsibility for the incident."	1	1	1	0			0	1	0	3	Bombing/Explosion	4	Military	37	NATO	North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF)	supply convoy	422	International	Jaish Usama		0	0	-99	0	1		6	Explosives/Bombs/Dynamite	12	Remote Trigger	0	0	2	0	1	4	Unknown	0		START Primary Collection	PAK	177276594
2.02E+11	2015	1	15	0	200	Syria	10	Middle East & North Africa	Deir ez-Zor	Mayadin	35.016557	40.45	1	0		"01/15/2015: Assailants executed a person accused of detonating an explosives-laden vehicle in Mayadin town, Deir ez-Zor governorate, Syria. No group claimed responsibility; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL)."	1	1	1	0			0	1	0	6	Hostage Taking (Kidnapping)	14	Private Citizens & Property	67	Unnamed Civilian/Unspecified	Not Applicable	Civilians	200	Syria	Islamic State of Iraq and the Levant (ISIL)	"The specific motive is unknown; however, sources stated that the assailants accused the victims of attacking Islamic State of Iraq and the Levant (ISIL) members."	0	0	-99	0	0		9	Melee	23	Knife or Other Sharp Object	1	0	0	0	0			1	1	START Primary Collection	SYR	22198110
2.01E+11	2012	3	25	0	160	Philippines	5	Southeast Asia	Sultan Kudarat	Bagumbayan	6.537	124.562	1	0		"03/25/2012: An explosive device was planted in the restroom at a gas station in Bagumbayan district, Sultan Kudarat province, Philippines. The device was discovered by a civilian and safely detonated by police officers. No group claimed responsibility for this attempted attack."	1	1	1	0			0	0	0	3	Bombing/Explosion	1	Business	1	Gas/Oil	Unknown	Gas Station	160	Philippines	Unknown		0	0	-99	0	0		6	Explosives/Bombs/Dynamite	12	Remote Trigger	0	0	0	0	0			0		START Primary Collection	PHL	99900177
2.01E+11	2008	11	3	0	205	Thailand	5	Southeast Asia	Narathiwat	Bacho	6.517949	101.653463	3	0	"The attack took place on a road in Bacho, Narathiwat, Thailand."	"11/03/2008: On Monday, in Bacho, Narathiwat, Thailand, assailants detonated an improvised explosive device placed on a road that leads to a school as eight soldiers escorting a convoy of teachers inspected the road for safety. The explosion missed the escort convoy, causing no injuries or damage. No group claimed responsibility, although it was widely believed that Muslim separatists were responsible."	1	1	1	0			0	1	0	3	Bombing/Explosion	4	Military	29	Military Unit/Patrol/Convoy	Thai Military	Military troops escorting a convoy of teachers	205	Thailand	Unknown	The specific motive for the attack is unknown.	0	0	-99	0	0		6	Explosives/Bombs/Dynamite	17	Other Explosive Type	0	0	0	0	0	4	Unknown	0		ISVG	THA	66404688
1.98E+11	1978	4	17	0	98	Italy	8	Western Europe	Friuli-Venezia Giulia	Trieste	45.65363	13.778407	1	0			1	1	1	-9			0	1	0	7	Facility/Infrastructure Attack	3	Police	22	"Police Building (headquarters, station, school)"		Civil police station (Commissariato di Pubblica Sicurezza)	98	Italy	Unknown		0	0					8	Incendiary			0		0		1	3	Minor (likely < $1 million)	0		PGIS	ITA	58090681
2.01E+11	2006	8	20	0	6	Algeria	10	Middle East & North Africa	Sidi Bel Abbes	Mergade Diab	34.784906	-0.573178	2	0	Municipality of Telagh	"8/20/2006: Unknown perpetrators, believed to be affiliated with the Islamic insurgency in Algeria, slit the throat of two Algerian citizens.  The assailants booby-trapped the victims' dead bodies with a bomb that detonated when members of the National Gendarmerie, notified of the attack, discovered the corpses.  One gendarme was wounded."	1	1	1	0			0	1	0	3	Bombing/Explosion	3	Police	25	Police Security Forces/Officers	National Gendarmerie	Gendarmes recovering two dead bodies in Mergade Diab	6	Algeria	Algerian Islamic Extremists	Part of a campaign of attacks by Islamic extremists in the lead up to the expiration of the amnesty provisions under the act for national reconciliation.		0	-99	0	0		6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type	2	0	1	0	0			0		UMD Algeria 2010-2012	DZA	34586184
2.01E+11	2013	4	13	0	4	Afghanistan	6	South Asia	Nangarhar	Jalalabad	34.4	70.5	1	0		"04/13/2013: Assailants fired three rockets into the Jalalabad airport in Nangarhar province, Afghanistan. No causalities were reported; however, one helicopter was damaged. The Taliban claimed responsibility for the incident."	1	1	1	0			0	1	0	3	Bombing/Explosion	6	Airports & Aircraft	44	Airport	Jalalabad Airport	Airport	4	Afghanistan	Taliban	"The Taliban claimed responsibility for the incident, stating that the attack was part of their spring offensive campaign against international forces in Afghanistan."	0	0	-99	0	1		6	Explosives/Bombs/Dynamite	11	"Projectile (rockets, mortars, RPGs, etc.)"	0	0	0	0	1	4	Unknown	0		START Primary Collection	AFG	29121286
1.99E+11	1989	3	19	0	92	India	6	South Asia	Punjab	Amritsar	31.633979	74.872264	1	0			1	1	1	0			0	1	0	2	Armed Assault	3	Police	25	Police Security Forces/Officers	Civil Defense Force	Civil Defense Force Unit	92	India	Sikh Extremists		0	0					5	Firearms	2	Automatic Weapon	2		0		1			0		PGIS	IND	1173108018
1.99E+11	1989	9	21	0	45	Colombia	3	South America	Bogota	Bogota	4.5981	-74.07603	1	0			1	1	1	0			1	1	0	3	Bombing/Explosion	2	Government (General)	15	Politician or Political Party Movement/Meeting/Rally	Liberal Party	"Office, Congressman of Liberal Party"	45	Colombia	The Extraditables		0	0					6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type	0		0		1			0		PGIS	COL	44205293
1.99E+11	1994	4	9	0	209	Turkey	10	Middle East & North Africa	Mus	Unknown	38.943543	41.748498	4	0			1	1	0	1	1	Insurgency/Guerilla Action	0	1	0	2	Armed Assault	4	Military	29	Military Unit/Patrol/Convoy	Military	Unit	209	Turkey	Kurdistan Workers' Party (PKK)		0	0					5	Firearms	2	Automatic Weapon	4		0		1			0		PGIS	TUR	77804122
2.01E+11	2011	4	22	0	209	Turkey	10	Middle East & North Africa	Istanbul	Istanbul	40.898307	29.360361	1	0	"The incident occurred at a park in Tuzla, Istanbul, Istanbul."	"04/22/2011: On Friday morning at 0915, at a park in Tuzla sub-district near the Tuzla State Hospital, Istanbul, Turkey, two unidentified militants with previous links to the Kurdistan Workers Party (PKK) were wounded when a home-made sound bomb they were handling prematurely detonated. The men were seen sitting on a park bench with a package in their hands shortly before the explosion. Witnesses also told police the two men had been asking for directions to a school. The two individuals were identified as Mazlum Singil and Gulizar Turhan. No damage was reported and no group claimed responsibility for the attack."	1	1	1	0			0	1	0	3	Bombing/Explosion	8	Educational Institution	49	School/University/Educational Building		A school was the intended target of the device.			Kurdistan Workers' Party (PKK)	The specific motive for the attack is unknown.	1	0	2	0	0		6	Explosives/Bombs/Dynamite	17	Other Explosive Type	0	0	2	2	0			0		ISVG	TUR	77804122
1.99E+11	1989	12	7	0	159	Peru	3	South America	Lima	Lima	-12.046378	-77.042791	1	0			1	1	1	-9			0	1	0	3	Bombing/Explosion	1	Business	3	Bank/Commerce	Banco Popular	Branch	159	Peru	Unknown		0	0					6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type	0		0		1			0		PGIS	PER	29907003
2.02E+11	2016	3	1	0	153	Pakistan	6	South Asia	Federally Administered Tribal Areas	Shati Meena	34.602047	71.516363	1	0	The incident occurred in Mohmand district.	"03/01/2016: An explosive device detonated near a United States State Department vehicle transporting Pakistani employees in Shati Meena, Ambar subdistrict, Federally Administered Tribal Areas, Pakistan. At least two people were killed and four others, including a Khassadars soldier, were injured in the blast. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the attack."	1	1	1	0			0	1	0	3	Bombing/Explosion	7	Government (Diplomatic)	45	"Diplomatic Personnel (outside of embassy, consulate)"	United States Department of State	Vehicle of Consulate Employees	153	Pakistan	Tehrik-i-Taliban Pakistan (TTP)		0	0	-99	0	1		6	Explosives/Bombs/Dynamite	8	Land Mine	2	0	4	0	1	3	Minor (likely < $1 million)	0		START Primary Collection	PAK	177276594
1.99E+11	1991	2	10	0	19	Bangladesh	6	South Asia	Chittagong	Chittagong	22.354442	91.830239	1	1			1	1	1	0			0	1	0	2	Armed Assault	22	Violent Political Party	109	Party Official/Candidate/Other Personnel	National Democratic Party (NDP)	Party Leader: Salahuddin Quader Chowdhury	19	Bangladesh	Unknown		0	0					5	Firearms	2	Automatic Weapon	0		0		1			0		PGIS	BGD	158065841
2.00E+11	1999	9	7	1	45	Colombia	3	South America	Antioquia	Guatape	6.23384	-75.1617	1	1	This incident occurred three kilometers from Guatape at a place called at Mi Ranchito.	"09/07/1999: Approximately 200 National Liberation Army (NLA) members set up fake roadblocks at Mi Ranchito on the road between Guatape and El Penol in Colombia and kidnapped about thirty people. Witnesses stated that the perpetrators were looking for merchants whose names were on a list, but unable to locate those individuals, ended up kidnapping people for ransom. The guerrillas held the roadblock for about four hours. The Army sent five small armored tanks to help the civilians, but they were ambushed with 500 kg of dynamite. Two soldiers were killed and a third was wounded in the blast. Reports did not disclose the fate of the kidnapped."	1	1	1	0			0	1	0	2	Armed Assault	14	Private Citizens & Property	67	Unnamed Civilian/Unspecified	Civilians	Civilians at a fake roadblock in Colombia	45	Colombia	National Liberation Army of Colombia (ELN)	Unknown	0	0		0	1	-9	5	Firearms	5	Unknown Gun Type	0	0	0	0	1	4	Unknown	1	30	CETIS	COL	44205293
2.01E+11	2006	7	10	0	205	Thailand	5	Southeast Asia	Pattani		6.700696	101.433915	3	0		"07/10/2006:A police officer was shot and killed in Pattani, Thailand. The perpetrator(s) were unidentified and there were no media accounts of any group claiming responsibility for the attack. No claim of responsibility was reported."	1	1	1	0			0	1	0	2	Armed Assault	3	Police	25	Police Security Forces/Officers	Thailand Police	officers	205	Thailand	Unknown	Unknown	0	0		0	0		5	Firearms	5	Unknown Gun Type	1	0	0	0	0			0		CETIS	THA	66404688
2.02E+11	2016	2	22	0	95	Iraq	10	Middle East & North Africa	Baghdad	Baghdad	33.310576	44.302816	1	0	The incident occurred at the Al-Amiriyah crossroads	"02/22/2016: An explosive device detonated at the at the Al-Amiriyah crossroads in Baghdad city, Baghdad governorate, Iraq. At least one person was killed and six others were injured in the blast. No group claimed responsibility for the attack."	1	1	1	0			0	1	0	3	Bombing/Explosion	14	Private Citizens & Property	67	Unnamed Civilian/Unspecified	Not Applicable	Civilians	95	Iraq	Unknown		0	0	-99	0	0		6	Explosives/Bombs/Dynamite	9	Letter Bomb	1	0	6	0	0			0		START Primary Collection	IRQ	29671605
2.02E+11	2015	5	2	0	153	Pakistan	6	South Asia	Federally Administered Tribal Areas	Mandal Manogay	34.744167	71.338333	2	0		"05/02/2015: An explosive device detonated near the convoy of Akhundzada Chattan in Mandal Manogay village, Salarzai tehsil, Bajaur Agency, Federally Administered Tribal Areas, Pakistan. Chattan, a Pakistan People's Party (PPP) former National Assembly member, was unharmed in the attack. No group claimed responsibility for the incident."	1	1	1	0			0	0	0	1	Assassination	2	Government (General)	15	Politician or Political Party Movement/Meeting/Rally	National Assembly	Convoy of Former Member: Akhundzada Chattan	153	Pakistan	Unknown		0	0	-99	0	0		6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type	0	0	0	0	1	3	Minor (likely < $1 million)	0		START Primary Collection	PAK	177276594
1.99E+11	1990	5	23	0	138	Myanmar	5	Southeast Asia		Moulmein	16.482735	97.622191	1	0			1	1	1	-9			0	1	0	2	Armed Assault	19	Transportation	100	Train/Train Tracks/Trolley	Railway	Passenger Train	138	Myanmar	Mon Guerrillas		0	0					5	Firearms	2	Automatic Weapon	0		4		1			0		PGIS	MMR	53414374
2.01E+11	2008	6	13	1	92	India	6	South Asia	Manipur	Imphal	24.817011	93.936844	1	0	"The attack occurred in Imphal, Manipur, India."	"06/13/2008: On Friday, suspected Kanglei Yawol Kanna Lup militants abducted Laishram Ibelei, a womani meira paibi leader, in Imphal, Manipur, India. Ibelei was abandoned after the militants shot her in the left calf on the evening of 06/15/2008."	1	1	1	0			0	1	0	6	Hostage Taking (Kidnapping)	14	Private Citizens & Property	77	Laborer (General)/Occupation Identified		"Laishram Ibelei, a womani meira paibi leader,"	92	India	Kanglei Yawol Kanna Lup (KYKL)	The specific motive for the attack is unknown.	1	0	-99	0	0		5	Firearms	5	Unknown Gun Type	0	0	1	0	0			1	1	ISVG	IND	1173108018
2.01E+11	2014	7	29	0	4	Afghanistan	6	South Asia	Uruzgan	Khas Uruzgan district	32.916718	66.83317	3	0		"07/29/2014: An explosive device detonated in Khas Uruzgan district, Uruzgan province, Afghanistan. One child was killed in the blast. No group claimed responsibility for the incident."	1	1	1	0			0	1	0	3	Bombing/Explosion	14	Private Citizens & Property	67	Unnamed Civilian/Unspecified	Not Applicable	Child	4	Afghanistan	Unknown		0	0	-99	0	0		6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type	1	0	0	0	0			0		START Primary Collection	AFG	29121286
2.01E+11	2014	5	3	0	153	Pakistan	6	South Asia	Federally Administered Tribal Areas	Sadda	33.705604	70.332045	1	0		"05/03/2014: A remote-controlled roadside bomb detonated near civilians in Sadda town, Federally Administered Tribal Areas, Pakistan. Two people were wounded in the blast. No group claimed responsibility for the incident."	1	1	1	0			0	1	0	3	Bombing/Explosion	14	Private Citizens & Property	67	Unnamed Civilian/Unspecified	Not Applicable	Civilians	153	Pakistan	Unknown		0	0	-99	0	0		6	Explosives/Bombs/Dynamite	12	Remote Trigger	0	0	2	0	0			0		START Primary Collection	PAK	177276594
2.01E+11	2011	2	18	0	147	Nigeria	11	Sub-Saharan Africa	Enugu	Enugu	6.457401	7.495508	1	0	"The attempted bombing occurred in the Okpara Square in Enugu city, Enugu state, Nigeria."	"02/18/2011: On Friday, in Enugu city, Enugu state, Nigeria, unidentified militants buried an improvised explosive device (IED) under a pavilion targeting a political rally for the Enugu governor and the Peoples Democratic Party in the Okpara Square. Enugu police discovered and defused the IED before it could be detonated. No casualties or damages were reported and no group has claimed responsibility for the attempted bombing."	1	1	1	0			0	0	0	1	Assassination	2	Government (General)	18	"Government Personnel (excluding police, military)"	Enugu Government	The governor of Enugu was targeted in the attack.	147	Nigeria	Unknown	The specific motive for the attack was to intimidate the Peoples Democratic Party.	0	0	-99	0	0		6	Explosives/Bombs/Dynamite	17	Other Explosive Type	0	0	0	0	0			0		ISVG	NGA	152217341
2.02E+11	2016	10	20	0	228	Yemen	10	Middle East & North Africa	Hajjah	Harad	16.403668	43.063195	1	0		"10/20/2016: Assailants attacked military positions in Harad, Hajjah, Yemen. At least three soldiers were killed in the assault. No group claimed responsibility for the incident; however, sources attributed the attack to Huthi extremists."	1	1	0	1	1	Insurgency/Guerilla Action	0	1	0	3	Bombing/Explosion	4	Military	34	"Military Personnel (soldiers, troops, officers, forces)"	Yemeni Army	Soldiers	228	Yemen	Houthi extremists (Ansar Allah)		0	0	-99	0	0		6	Explosives/Bombs/Dynamite	11	"Projectile (rockets, mortars, RPGs, etc.)"	3	0	0	0	-9			0		START Primary Collection	YEM	23495361
1.99E+11	1985	1	10	0	145	Nicaragua	2	Central America & Caribbean		Wawa	13.87915	-83.45851	1	0			1	1	1	0			0	1	0	2	Armed Assault	11	Maritime	58	Commercial Maritime		Fishing Boat (govt. owned)	145	Nicaragua	Nicaraguan Democratic Force (FDN)		0	0					5	Firearms	2	Automatic Weapon					1	4	Unknown	0		PGIS	NIC	5995928
2.01E+11	2010	9	18	0	4	Afghanistan	6	South Asia	Kapisa	Tagab	34.856331	69.649118	1	0	"The attack took place in Tagab, Kapisa, Afghanistan."	"09/18/2010: On Saturday, in Tagab, Kapisa, Afghanistan, assailants attacked eleven polling centers by unknown means, causing no casualties or damage. No group claimed responsibility, although it was widely believed the Taliban was responsible."	1	1	1	0			0	0	0	7	Facility/Infrastructure Attack	2	Government (General)	19	Election-related	Afghan Government	Polling centers	4	Afghanistan	Taliban	The specific motive for the attack is unknown.	1	0	-99	0	0		13	Unknown			0	0	0	0	0			0		ISVG	AFG	29121286
2.01E+11	2013	11	3	0	200	Syria	10	Middle East & North Africa	Damascus	Damascus	33.508481	36.300144	1	0	The incident took place in the city's Dweila district.	"11/03/2013: A mortar shell landed near the Dweila district in Damascus city, Damascus governorate, Syria. No casualties were reported; however, a textile plant caught on fire as a result of the mortar attack. No group claimed responsibility for the incident."	1	1	1	0			0	1	0	3	Bombing/Explosion	1	Business	5	Industrial/Textiles/Factory	Unknown	Textile Mill	200	Syria	Unknown		0	0	-99	0	0		6	Explosives/Bombs/Dynamite	11	"Projectile (rockets, mortars, RPGs, etc.)"	0	0	0	0	1	3	Minor (likely < $1 million)	0		START Primary Collection	SYR	22198110
2.00E+11	1995	10	26	0	174	Senegal	11	Sub-Saharan Africa	Ziguinchor	Oussouye	12.485	-16.54694	1	0			1	1	1	0			0	1	0	2	Armed Assault	3	Police	25	Police Security Forces/Officers		Security Forces	174	Senegal	Movement of Democratic Forces of Casamance		0	0					5	Firearms	5	Unknown Gun Type	6		18		1			0		PGIS	SEN	14086103
2.01E+11	2008	6	5	0	92	India	6	South Asia	Bihar	Gopalganj	26.468291	84.45252	1	0	"The attack occurred in Hajiyapur locality near Railway Minister Lalu Prasad's house in Gopalganj, Bihar, India."	"06/05/2008: On Thursday, a child was killed while another person sustained serious injuries when a bomb exploded in Hajiyapur locality near Railway Minister Lalu Prasad's house in Gopalganj, Bihar, India. Police also recovered and safely defused another live bomb at the same location. No claim of responsibility was made for the incident."	1	1	1	0			0	1	0	3	Bombing/Explosion	2	Government (General)	18	"Government Personnel (excluding police, military)"	Indian Government	Railway Minister Lalu Prasad	92	India	Unknown	The specific motive for the attack is unknown.	0	0	-99	0	0		6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type	1	0	1	0	0			0		ISVG	IND	1173108018
2.00E+11	1998	8	3	0	153	Pakistan	6	South Asia	Islamabad Capital Territory	Islamabad	33.708988	73.053857	1	0		"08/03/1998: Three Indian soldiers were killed in a bomb explosion at the Achhibal bus stand in Islamabad, Pakistan. No group claimed responsibility for the attack."	1	1	1	0			0	1	0	3	Bombing/Explosion	3	Police	25	Police Security Forces/Officers	Indian Military	"Indian soldiers in Islamabad, Pakistan"	92	India	Unknown	Unknown	0	0		0	0		6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type	3	0	0	0	1	4	Unknown	0		CETIS	PAK	177276594
1.99E+11	1987	6	24	0	603	United Kingdom	8	Western Europe	Northern Ireland	Belfast	54.597269	-5.930109	1	0			1	1	1	0			0	1	0	1	Assassination	14	Private Citizens & Property	69	Religion Identified	Individual	Thomas Wilson (protestant)	233	Northern Ireland	Irish Republican Army (IRA)		0	0					5	Firearms	3	Handgun	1		0		0			0		PGIS	GBR	61284806
1.99E+11	1992	10	26	0	174	Senegal	11	Sub-Saharan Africa	Ziguinchor	Cap Sirring	12.35	-16.716667	1	0			1	1	1	-9			0	1	0	2	Armed Assault	1	Business	8	Hotel/Resort		La Paillote Hotel	174	Senegal	Unknown		0	0					5	Firearms	2	Automatic Weapon	2		0		1			0		PGIS	SEN	14086103
2.00E+11	2001	8	23	0	45	Colombia	3	South America	Antioquia	Medellin	6.270526	-75.572173	1	0		"08/23/2001: A bomb was detonated in an office in a suspected attack by the National Liberation Army (ELN) in Medellin, Antioquia Department, Colombia. No injuries were reported."	1	1	1	0			1	1	0	3	Bombing/Explosion	1	Business			Colombian Commercial Enterprises	Unknown Office Building	45	Colombia	National Liberation Army of Colombia (ELN)	Unknown	1	0		0	0		6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type	0	0	0	0	1	3	Minor (likely < $1 million)	0		CETIS	COL	44205293
2.01E+11	2009	4	12	0	92	India	6	South Asia	Chhattisgarh	Bijapur	18.791667	80.816667	1	1	"The attack took place in the Gorla Nala area of Bijapur, Chhattisgarh, India."	"04/12/2009: On Sunday, in the Gorla Nala area of Bijapur, Chhattisgarh, India, Communist Party of India- Maoist (CPI-Maoist) militants targeted a vehicle with an improvised explosive device, killing two security personnel and two civilians. No group claimed responsibility."	1	1	1	0			0	1	0	3	Bombing/Explosion	3	Police	25	Police Security Forces/Officers	Indian Law Enforcement	Two security personnel	92	India	Communist Party of India - Maoist (CPI-Maoist)	The specific motive for the attack is unknown.	0	0	-99	0	0		6	Explosives/Bombs/Dynamite	17	Other Explosive Type	4	0	0	0	1	4	Unknown	0		ISVG	IND	1173108018
2.01E+11	2010	4	16	0	95	Iraq	10	Middle East & North Africa	Kirkuk	Kirkuk	35.46883	44.39098	1	1	"The attack took place in central Touz, near Kirkuk, At Ta'mim, Iraq."	"04/16/2010: On Friday, in the Touz district near Kirkuk, in At Ta'mim, Iraq, an improvised explosive device attached to a civilian vehicle owned by an interior ministry lieutenant in Baghdad exploded, leaving him and four others near the blast scene wounded. No group has claimed responsibility for the attack."	1	1	1	0			0	0	0	1	Assassination	2	Government (General)	18	"Government Personnel (excluding police, military)"	Iraqi Interior Ministry	The target of this attack was an Interior Ministry lieutenant.	95	Iraq	Unknown	The specific motive for the attack is unknown.	0	0	-99	0	0		6	Explosives/Bombs/Dynamite	17	Other Explosive Type	0	0	5	0	-9	4	Unknown	0		ISVG	IRQ	29671605
1.99E+11	1989	6	4	0	19	Bangladesh	6	South Asia	Khulna	Jhenaidah District	23.474584	89.171104	3	0			1	1	1	0			0	1	0	1	Assassination	2	Government (General)	15	Politician or Political Party Movement/Meeting/Rally	Jatiya Smajtantrik Dal Party	members	19	Bangladesh	Bangladesh Sarbahara Party		0	0					5	Firearms	2	Automatic Weapon	7		0		0			0		PGIS	BGD	158065841
1.99E+11	1989	4	25	1	97	Israel	10	Middle East & North Africa	West Bank	Tamun	32.283429	35.384778	1	0			1	1	1	0			0	1	0	6	Hostage Taking (Kidnapping)	14	Private Citizens & Property	68	Named Civilian	"Israeli \Collaborator\"""""	Ribhi Mahmoud Bani-Oudeh	97	Israel	Palestinians		0	0					5	Firearms	3	Handgun	1		0		0			1	1	PGIS	ISR	7353985
2.00E+11	2004	6	18	0	92	India	6	South Asia	Jammu and Kashmir	Baramulla	34.210873	74.344451	1	0		"06/18/2004: In Jammu and Kashmir, six security personnel and a civilian were injured in a grenade blast at Azadgunj Chowk near Baramula. No group claimed responsibility for the attack."	1	1	1	0			0	1	0	3	Bombing/Explosion	3	Police	25	Police Security Forces/Officers	Indian Security Agency	Security Forces	92	India	Unknown	Unknown	0	0		0	0		6	Explosives/Bombs/Dynamite	7	Grenade	7	0		0	0			0		CETIS	IND	1173108018
2.02E+11	2016	8	8	0	95	Iraq	10	Middle East & North Africa	Al Anbar	Waleed	33.433253	38.937385	1	0	The incident occurred on the Al Waleed Border Crossing between Iraq and Syria.	"08/08/2016: Assailants attacked security forces at the Waleed border crossing along the Syrian border in Al Anbar, Iraq. Security forces repelled the assault, killing five assailants. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL)."	1	1	0	1	1	Insurgency/Guerilla Action	0	0	0	9	Unknown	4	Military	36	Military Checkpoint	Iraqi Armed Forces	Border Crossing	95	Iraq	Islamic State of Iraq and the Levant (ISIL)		0	0	-99	0	0		13	Unknown			5	5	0	0	0			0		START Primary Collection	IRQ	29671605
2.01E+11	2010	1	28	0	167	Russia	9	Eastern Europe	Ingushetia	Nazran	43.216667	44.766667	1	0	The attack took place on the Kavkaz federal highway in the Gamurziyevsky okrug of Nazran.	"01/28/2010: On Thursday evening at 1825, on the Kavkaz federal highway in the Gamurziyevsky okrug of Nazran, Ingushetia, Russia, the vehicle of Ruslan Koloyev, chief of the republic’s Emergency Situations Ministry, was targeted by unknown gunmen killing his driver. Koloyev was not in the car during the attack. No group claimed responsibility for the attack."	1	1	1	0			0	1	0	2	Armed Assault	2	Government (General)	18	"Government Personnel (excluding police, military)"	Emergency Situations Ministry	"The target of the attack was the Ruslan Koloyev, chief of the republic’s Emergency Situations Ministry."	167	Russia	Unknown	The specific motive for the attack is unknown.	0	0	-99	0	0		5	Firearms	5	Unknown Gun Type	1	0	0	0	-9	4	Unknown	0		ISVG	RUS	139390205
1.98E+11	1976	1	30	0	45	Colombia	3	South America	Bogota	Bogota	4.601378	-74.076664	1	0			1	1	1	0			0	1	0	3	Bombing/Explosion	7	Government (Diplomatic)	46	Embassy/Consulate		Spanish Embassy	185	Spain	Unknown		0	0					6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type	1		0		1	4	Unknown	0		PGIS	COL	44205293
2.01E+11	2010	4	1	0	95	Iraq	10	Middle East & North Africa	Baghdad	Baghdad	33.3	44.4	1	0	"The attack occurred at a liquor store in Baghdad, Baghdad, Iraq."	"04/01/2010: On Thursday, in Baghdad, Iraq, two people were injured when assailants detonated a roadside improvised explosive device targeting a liquor store. No group claimed responsibility for the attack."	1	1	1	0			0	1	0	3	Bombing/Explosion	1	Business	7	Retail/Grocery/Bakery		A liquor store was targeted in the attack.	95	Iraq	Unknown	The specific motive for the attack is unknown.	0	0	-99	0	0		6	Explosives/Bombs/Dynamite	17	Other Explosive Type	0	0	2	0	-9	4	Unknown	0		ISVG	IRQ	29671605
1.99E+11	1989	3	7	0	61	El Salvador	2	Central America & Caribbean		Cacaopera	13.772142	-88.07664	1	0			1	1	0	1	1	Insurgency/Guerilla Action	0	1	0	2	Armed Assault	4	Military	29	Military Unit/Patrol/Convoy	Military	Military Unit	61	El Salvador	Farabundo Marti National Liberation Front (FMLN)		0	0					5	Firearms	2	Automatic Weapon	0		0		1			0		PGIS	SLV	6052064
